work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2020,data engineer  (remote),ml/ai,gbp,66640,188842,de,mi,ct,in-person,uk,l
2021,data analyst  (remote),engineering,us dolars,130171,152232,de,mi,ft,in-person,in,l
2021,data scientist  (remote),ml/ai,jpy,92293,102485,mx,ex,fl,remote,us,s
2021,machine learning engineer,analysis,us dolars,197760,113391,in,mi,ct,hybrid,cn,s
2020,data engineer,data science,eur,115802,82633,jp,ex,pt,in-person,in,m
2022,data analyst  in office,ml/ai,inr,122024,152226,us,en,pt,remote,cn,l
2021,data scientist  (remote),analysis,jpy,185194,180636,in,en,ft,remote,de,m
2020,data engineer  (remote),data science,us dolars,167403,179186,jp,se,ft,hybrid,cn,l
2021,data scientist  in office,engineering,eur,141411,62803,us,ex,fl,remote,jp,m
2021,statistician  (remote),analysis,jpy,72262,145708,jp,en,ft,hybrid,in,s
2020,machine learning engineer  (remote),data science,gbp,146214,159997,jp,mi,fl,in-person,uk,m
2022,statistician  (remote),analysis,eur,136435,133838,us,mi,fl,hybrid,de,m
2022,machine learning engineer,ml/ai,eur,116314,53545,jp,mi,pt,remote,mx,l
2020,data analyst  (remote),data science,inr,194998,92759,jp,se,ft,hybrid,us,l
2022,data engineer,ml/ai,gbp,116287,136313,jp,en,pt,hybrid,cn,l
2020,data analyst  (remote),engineering,inr,149318,106488,mx,ex,fl,in-person,jp,l
2020,machine learning engineer  (remote),ml/ai,gbp,160134,147805,de,en,pt,hybrid,de,s
2020,machine learning engineer  in office,data science,eur,154958,83866,uk,ex,pt,remote,in,m
2022,machine learning engineer  in office,analysis,inr,47528,157145,jp,ex,fl,remote,mx,m
2020,data scientist  (remote),data science,jpy,30068,100499,mx,en,ct,in-person,mx,s
2021,data engineer  (remote),ml/ai,gbp,99253,108243,us,mi,ct,in-person,de,m
2022,data analyst  (remote),ml/ai,eur,110754,150779,cn,mi,ft,in-person,uk,l
2022,data analyst,analysis,us dolars,120938,173932,jp,ex,pt,remote,uk,l
2022,statistician  (remote),engineering,gbp,72129,112946,mx,mi,ft,hybrid,uk,l
2022,machine learning engineer  in office,data science,gbp,143996,148353,de,se,pt,remote,jp,m
2021,machine learning engineer,analysis,jpy,91321,47670,mx,se,ft,remote,mx,s
2022,machine learning engineer  (remote),analysis,gbp,41526,114766,de,ex,ft,in-person,de,s
2022,data analyst,analysis,gbp,187781,119694,cn,mi,fl,in-person,de,m
2020,statistician,unknown,unknown,137535,196133,jp,unknown,ct,hybrid,mx,unknown
2022,data scientist,data science,jpy,45063,80764,in,se,ct,hybrid,in,s
2021,data engineer,data science,inr,165795,145164,cn,se,ct,hybrid,us,l
2021,data scientist  (remote),engineering,eur,34213,53810,uk,se,fl,hybrid,uk,m
2021,data analyst  in office,analysis,eur,52797,139660,us,en,ct,remote,us,s
2021,machine learning engineer,unknown,unknown,114946,120894,mx,unknown,fl,hybrid,mx,unknown
2022,data engineer  in office,ml/ai,eur,118918,45933,us,mi,pt,remote,mx,l
2022,data analyst,analysis,gbp,53655,191106,us,en,fl,remote,us,l
2021,data analyst  in office,ml/ai,inr,173659,31947,us,se,ft,hybrid,uk,s
2021,data analyst,engineering,inr,52555,49715,de,mi,ft,hybrid,uk,m
2022,data engineer,engineering,eur,58071,60956,mx,se,pt,remote,in,m
2021,data engineer  (remote),data science,us dolars,50239,110846,uk,mi,pt,in-person,jp,l
2020,statistician  (remote),data science,eur,153441,46303,jp,mi,ft,hybrid,uk,l
2021,statistician,unknown,unknown,127138,143318,jp,unknown,ct,in-person,us,unknown
2021,data scientist  in office,data science,inr,79151,54031,in,se,ct,remote,mx,s
2020,data engineer  (remote),data science,us dolars,32203,124786,jp,en,ct,in-person,in,m
2020,data engineer  (remote),ml/ai,gbp,174707,117389,uk,se,pt,remote,de,s
2022,data engineer  (remote),unknown,unknown,162216,179049,jp,unknown,ft,in-person,mx,unknown
2022,statistician  (remote),data science,us dolars,193771,72707,de,ex,fl,in-person,in,l
2020,data analyst,engineering,jpy,121663,175537,cn,en,pt,in-person,uk,s
2020,machine learning engineer  in office,ml/ai,gbp,159844,105761,jp,mi,ft,remote,mx,s
2022,statistician  (remote),engineering,jpy,42213,177712,us,mi,ct,remote,cn,s
2021,data engineer  (remote),engineering,gbp,46944,61535,us,ex,ct,remote,uk,l
2020,statistician  in office,analysis,jpy,96723,32991,cn,se,ct,hybrid,jp,s
2022,data scientist  (remote),analysis,jpy,98947,178873,us,mi,ft,remote,in,s
2021,data engineer  in office,data science,eur,195529,119680,us,ex,ct,hybrid,uk,l
2020,data scientist,engineering,us dolars,65191,37965,de,ex,ft,remote,us,m
2021,data engineer  (remote),unknown,unknown,102264,174802,de,unknown,pt,hybrid,us,unknown
2022,statistician  in office,analysis,inr,194816,59553,de,ex,fl,in-person,in,l
2020,data analyst  (remote),analysis,eur,193958,148802,jp,ex,ct,in-person,mx,s
2021,machine learning engineer,engineering,us dolars,129846,38301,cn,ex,pt,remote,jp,s
2020,data scientist  in office,analysis,eur,149550,48936,us,ex,pt,hybrid,cn,m
2021,statistician  in office,analysis,us dolars,114963,175227,in,ex,ft,in-person,in,l
2022,data analyst  in office,ml/ai,gbp,30972,157978,cn,ex,pt,in-person,jp,m
2022,statistician  (remote),engineering,jpy,129219,157230,in,mi,ft,hybrid,us,m
2020,data scientist  in office,analysis,inr,167693,78848,us,en,ft,remote,uk,l
2021,machine learning engineer  in office,engineering,eur,79738,32042,uk,se,pt,in-person,de,m
2020,statistician  in office,analysis,eur,84777,179637,cn,en,ft,remote,uk,s
2020,data engineer,ml/ai,eur,44530,67260,jp,se,ft,remote,us,l
2021,data analyst  in office,engineering,eur,168426,66326,in,en,ft,hybrid,cn,l
2021,statistician  in office,unknown,unknown,76529,72581,cn,unknown,pt,hybrid,mx,unknown
2021,data analyst  in office,ml/ai,us dolars,132895,164730,cn,ex,fl,in-person,us,s
2022,data engineer,analysis,jpy,81714,111855,de,en,ft,hybrid,uk,s
2020,machine learning engineer  in office,engineering,gbp,154750,114614,uk,en,ct,in-person,uk,m
2020,machine learning engineer  (remote),analysis,jpy,150883,132188,de,se,pt,in-person,cn,m
2022,data engineer  in office,engineering,jpy,173622,198620,uk,se,pt,in-person,cn,m
2021,data analyst  (remote),engineering,gbp,118196,180740,uk,mi,ft,remote,us,m
2022,statistician,analysis,jpy,90385,183618,jp,ex,pt,remote,uk,m
2022,data engineer,ml/ai,us dolars,94736,67874,cn,ex,ct,hybrid,mx,m
2022,data scientist  in office,data science,inr,60268,81318,de,mi,fl,hybrid,de,l
2020,data analyst  in office,ml/ai,gbp,165362,67165,de,se,pt,in-person,de,l
2022,machine learning engineer,ml/ai,eur,60138,86820,in,ex,pt,in-person,in,l
2020,data engineer,analysis,us dolars,154650,75411,cn,se,pt,remote,de,l
2020,machine learning engineer,ml/ai,inr,43432,115312,us,ex,ft,remote,us,l
2020,data analyst  (remote),ml/ai,us dolars,97058,66479,us,en,ct,in-person,us,l
2021,machine learning engineer  (remote),data science,us dolars,88175,150567,in,en,fl,in-person,in,m
2020,data engineer  in office,ml/ai,eur,63329,129890,uk,ex,ct,hybrid,mx,l
2020,data analyst  (remote),data science,inr,173400,69906,in,ex,ct,in-person,jp,s
2021,data scientist,analysis,us dolars,195319,159523,in,ex,pt,in-person,mx,l
2020,data engineer  in office,data science,eur,36677,103198,de,mi,fl,in-person,in,s
2022,statistician  (remote),engineering,gbp,80357,102940,in,ex,ct,remote,jp,s
2022,data engineer  in office,unknown,unknown,85812,39542,mx,unknown,fl,remote,jp,unknown
2020,data analyst  (remote),data science,jpy,71616,57774,uk,mi,ft,hybrid,uk,m
2021,data engineer  in office,engineering,eur,75534,169628,us,en,pt,hybrid,cn,m
2022,data scientist,analysis,eur,94162,108342,jp,ex,ft,hybrid,de,s
2021,data scientist,unknown,unknown,74711,147887,cn,unknown,fl,in-person,mx,unknown
2021,statistician,data science,us dolars,183877,156081,in,en,pt,in-person,jp,s
2022,machine learning engineer  (remote),analysis,inr,125980,44864,cn,mi,ft,remote,uk,m
2021,data analyst  in office,engineering,eur,50143,125552,in,se,pt,in-person,in,m
2022,data analyst  in office,analysis,eur,138380,88989,mx,mi,ft,in-person,in,m
2021,machine learning engineer  in office,data science,jpy,177089,86093,cn,en,ct,remote,mx,m
2022,data scientist  (remote),engineering,jpy,71423,63749,de,mi,pt,hybrid,mx,l
2020,data scientist,unknown,unknown,71713,89739,de,unknown,fl,in-person,jp,unknown
2022,data engineer,analysis,gbp,104310,47305,cn,mi,pt,remote,mx,l
2022,statistician  in office,engineering,jpy,32205,107474,in,ex,fl,remote,uk,s
2022,statistician  in office,analysis,inr,83266,46318,mx,mi,ft,hybrid,us,l
2022,statistician  (remote),analysis,gbp,173414,82810,mx,en,ft,remote,mx,l
2021,data engineer  in office,data science,inr,111863,156662,in,mi,fl,hybrid,cn,l
2020,statistician  in office,data science,jpy,182272,151752,uk,ex,ft,hybrid,cn,m
2022,machine learning engineer  (remote),data science,gbp,168260,198892,us,en,pt,hybrid,de,m
2021,data engineer  in office,data science,eur,156233,91800,us,mi,ft,hybrid,jp,m
2020,machine learning engineer,data science,jpy,32808,100942,mx,en,fl,hybrid,us,m
2020,data engineer  (remote),data science,gbp,43851,50661,jp,ex,fl,remote,de,m
2020,statistician,engineering,inr,160982,113394,us,se,ct,in-person,us,l
2020,machine learning engineer  in office,data science,inr,176130,60816,jp,ex,fl,hybrid,cn,l
2022,machine learning engineer  (remote),engineering,inr,92995,187716,jp,en,fl,in-person,mx,m
2021,data engineer  (remote),analysis,gbp,66681,82919,jp,en,ft,in-person,jp,l
2021,data analyst  (remote),unknown,unknown,94509,57428,us,unknown,ft,hybrid,us,unknown
2021,statistician  (remote),data science,inr,97703,135023,mx,se,ct,in-person,us,m
2020,machine learning engineer  in office,analysis,us dolars,72136,144160,in,se,ft,hybrid,us,s
2020,data analyst  in office,unknown,unknown,123699,136898,mx,unknown,fl,remote,cn,unknown
2022,statistician,analysis,jpy,118456,194452,de,ex,fl,in-person,jp,l
2020,statistician,ml/ai,eur,113086,102822,uk,se,fl,in-person,uk,s
2020,machine learning engineer  (remote),ml/ai,jpy,197415,105604,jp,se,ft,remote,uk,m
2020,machine learning engineer  in office,ml/ai,jpy,147529,164089,jp,se,fl,in-person,us,l
2021,data engineer  (remote),ml/ai,eur,48254,39926,cn,mi,pt,remote,uk,l
2021,data analyst  (remote),engineering,gbp,91273,74508,jp,mi,pt,hybrid,de,l
2022,data analyst  (remote),data science,inr,147574,184558,mx,se,fl,in-person,uk,m
2020,machine learning engineer  (remote),analysis,us dolars,144847,155799,in,ex,ft,in-person,us,m
2020,statistician  (remote),data science,us dolars,135547,125933,uk,en,fl,remote,de,s
2022,machine learning engineer  in office,analysis,us dolars,42926,190583,mx,ex,pt,hybrid,jp,l
2020,statistician,unknown,unknown,119527,155030,cn,unknown,ft,hybrid,in,unknown
2020,statistician  (remote),engineering,eur,137387,144541,mx,se,fl,remote,cn,s
2021,machine learning engineer  in office,ml/ai,gbp,57563,40002,us,mi,ft,in-person,uk,m
2022,data scientist  (remote),data science,us dolars,191760,78586,de,mi,fl,in-person,mx,l
2022,data analyst  in office,analysis,gbp,195202,98737,in,en,ct,remote,de,s
2022,statistician,data science,us dolars,30925,159157,uk,se,ft,remote,in,l
2022,statistician,engineering,eur,81595,57048,de,mi,pt,remote,jp,m
2021,data scientist  in office,engineering,inr,160249,157912,us,se,pt,in-person,in,m
2021,data engineer  (remote),data science,inr,46321,109517,de,se,pt,remote,jp,s
2020,data scientist,ml/ai,inr,171841,175597,cn,en,pt,hybrid,us,s
2020,data scientist  (remote),analysis,inr,197820,151443,jp,se,fl,remote,us,l
2020,statistician  (remote),engineering,jpy,46151,82634,jp,se,fl,hybrid,cn,m
2020,data analyst  in office,engineering,us dolars,106133,91491,in,en,ft,hybrid,cn,m
2021,data scientist  (remote),data science,inr,64187,152416,de,mi,ct,remote,jp,s
2022,data engineer  in office,engineering,jpy,73835,35565,mx,ex,ct,hybrid,in,s
2021,machine learning engineer  in office,engineering,jpy,30059,110483,jp,se,ft,in-person,cn,l
2020,data scientist  in office,analysis,jpy,57235,136234,in,en,pt,remote,uk,m
2021,data scientist,ml/ai,gbp,124208,102053,in,mi,ct,in-person,in,l
2022,data engineer  (remote),analysis,gbp,97114,44287,cn,se,ct,in-person,cn,l
2022,data analyst  in office,ml/ai,jpy,159191,107365,in,ex,ft,hybrid,in,s
2021,data scientist  in office,unknown,unknown,142831,163494,us,unknown,pt,in-person,mx,unknown
2021,data scientist  (remote),unknown,unknown,151889,59060,mx,unknown,fl,in-person,uk,unknown
2021,data analyst,engineering,eur,111583,71633,jp,se,fl,remote,in,l
2021,data scientist  in office,data science,inr,129011,43790,uk,ex,fl,in-person,de,m
2021,data analyst  in office,engineering,inr,35277,161059,us,ex,ft,hybrid,jp,m
2021,data scientist  in office,engineering,eur,162852,186240,jp,en,ct,hybrid,us,m
2022,machine learning engineer  (remote),engineering,eur,147101,185091,cn,se,ct,remote,cn,m
2022,statistician  in office,analysis,inr,90750,33668,jp,en,pt,remote,mx,s
2020,machine learning engineer,data science,eur,86902,106280,uk,mi,fl,remote,cn,s
2020,data scientist  (remote),data science,inr,146849,58754,de,en,pt,hybrid,cn,s
2022,data engineer,engineering,eur,127052,115058,de,ex,ct,remote,jp,s
2022,statistician  (remote),ml/ai,eur,157894,34509,us,se,fl,in-person,in,l
2022,machine learning engineer  (remote),data science,inr,193233,163572,in,se,pt,hybrid,uk,s
2021,data analyst  (remote),analysis,jpy,192958,148981,uk,ex,fl,in-person,uk,s
2021,data engineer,ml/ai,inr,169872,105440,uk,ex,ct,remote,us,m
2022,machine learning engineer,ml/ai,us dolars,79460,56921,jp,mi,ct,hybrid,us,l
2021,data analyst  in office,ml/ai,eur,159424,84551,cn,ex,ct,remote,us,s
2021,data scientist,ml/ai,gbp,100975,46683,jp,ex,ft,hybrid,uk,l
2020,data analyst  in office,data science,eur,163436,107952,cn,ex,pt,remote,in,l
2022,machine learning engineer  (remote),engineering,us dolars,46568,44833,uk,se,pt,hybrid,us,l
2022,machine learning engineer  in office,ml/ai,gbp,199164,48290,in,ex,ct,hybrid,us,l
2021,data scientist,analysis,gbp,92679,44003,de,en,pt,hybrid,mx,m
2022,data analyst  (remote),analysis,inr,95781,153086,us,en,ct,in-person,uk,m
2020,data analyst  (remote),engineering,jpy,38430,101656,mx,se,pt,remote,cn,l
2020,data scientist  in office,data science,inr,68692,71253,cn,mi,fl,remote,in,l
2020,data analyst  in office,engineering,gbp,60086,118022,de,mi,pt,hybrid,us,l
2022,data scientist,ml/ai,gbp,79671,183778,us,se,ct,in-person,in,m
2022,data engineer  (remote),data science,jpy,174973,117231,in,en,pt,hybrid,de,m
2022,data engineer  (remote),ml/ai,jpy,58604,62716,in,ex,fl,remote,cn,l
2022,statistician,unknown,unknown,67869,36880,cn,unknown,fl,hybrid,us,unknown
2020,statistician  (remote),ml/ai,eur,175609,58949,uk,mi,ct,hybrid,us,l
2021,statistician  in office,engineering,inr,173573,96064,jp,en,ft,hybrid,mx,m
2020,data scientist,ml/ai,jpy,149261,73093,us,mi,ct,remote,uk,s
2022,data analyst,analysis,eur,198443,183916,jp,mi,fl,hybrid,cn,s
2020,data engineer  (remote),ml/ai,jpy,144639,183432,uk,en,pt,hybrid,mx,m
2022,data engineer  in office,engineering,us dolars,141690,117941,mx,ex,fl,remote,de,m
2022,data engineer  (remote),engineering,gbp,197893,157668,us,en,ft,hybrid,de,s
2020,data engineer  (remote),analysis,eur,155592,154240,us,en,ft,in-person,de,s
2022,statistician  (remote),engineering,gbp,36073,73322,jp,se,fl,remote,jp,s
2021,data engineer  in office,engineering,us dolars,48101,181776,us,en,ct,hybrid,uk,l
2022,data analyst  (remote),ml/ai,eur,192498,78181,uk,se,ft,hybrid,uk,s
2021,data engineer,engineering,gbp,37313,117972,cn,en,ct,remote,uk,l
2022,data scientist,engineering,eur,191845,142431,cn,ex,pt,in-person,us,l
2021,machine learning engineer  in office,analysis,gbp,89668,113562,jp,se,ft,hybrid,us,l
2020,machine learning engineer  (remote),ml/ai,eur,121956,170284,in,ex,ct,hybrid,jp,s
2021,statistician  (remote),ml/ai,gbp,145087,174922,uk,se,ct,remote,mx,l
2022,data engineer,engineering,gbp,149451,69767,cn,se,pt,remote,uk,m
2022,statistician  (remote),data science,inr,122675,37322,uk,ex,fl,remote,uk,s
2021,data analyst  in office,data science,inr,121634,65911,us,mi,ct,hybrid,jp,m
2022,data scientist  (remote),ml/ai,us dolars,174654,35678,us,en,pt,hybrid,jp,m
2021,data scientist,analysis,inr,139119,95265,uk,en,ft,remote,mx,m
2022,machine learning engineer  in office,engineering,inr,174832,96918,jp,en,fl,in-person,mx,l
2020,machine learning engineer  (remote),engineering,us dolars,101791,182852,in,en,ft,hybrid,uk,l
2022,machine learning engineer  (remote),data science,gbp,112158,188578,us,en,fl,in-person,uk,m
2020,data engineer  (remote),ml/ai,gbp,197055,90510,cn,en,ct,remote,mx,m
2022,data analyst  in office,unknown,unknown,59715,72202,mx,unknown,ct,hybrid,us,unknown
2020,data analyst  (remote),data science,us dolars,197487,162777,us,en,fl,in-person,in,m
2022,data analyst,ml/ai,gbp,118260,117983,cn,se,ft,hybrid,cn,l
2020,data analyst,analysis,jpy,164724,120016,mx,ex,ft,in-person,us,l
2021,machine learning engineer,engineering,eur,56297,61051,in,mi,ft,hybrid,de,m
2021,data scientist,analysis,eur,175100,147282,mx,se,ct,in-person,de,l
2020,machine learning engineer  in office,ml/ai,eur,174875,107665,us,mi,fl,in-person,in,s
2022,data analyst,ml/ai,inr,36307,154559,mx,ex,fl,remote,cn,l
2020,machine learning engineer,engineering,eur,192397,191857,jp,en,ft,remote,jp,m
2022,data analyst,analysis,eur,88616,152827,cn,mi,ct,in-person,de,l
2021,statistician  in office,engineering,jpy,192646,59402,us,mi,fl,hybrid,jp,s
2022,data scientist  in office,data science,gbp,149828,32704,us,ex,fl,in-person,jp,s
2021,statistician  (remote),data science,jpy,176004,57027,uk,ex,ft,hybrid,us,l
2022,data engineer,data science,inr,176821,89092,jp,ex,ft,hybrid,jp,s
2022,machine learning engineer  (remote),analysis,eur,38727,35725,jp,se,fl,hybrid,in,s
2022,data engineer  in office,data science,gbp,47332,94105,uk,se,ct,hybrid,us,l
2020,machine learning engineer  (remote),engineering,eur,171906,186295,mx,mi,pt,remote,in,l
2020,statistician  in office,analysis,eur,181397,122305,cn,ex,fl,in-person,jp,l
2021,data analyst  (remote),engineering,inr,170285,188456,de,mi,fl,hybrid,de,m
2020,machine learning engineer  in office,analysis,us dolars,162475,127681,jp,ex,fl,hybrid,jp,s
2021,data analyst  in office,engineering,gbp,86971,138033,de,se,pt,hybrid,in,s
2020,statistician  in office,engineering,gbp,103042,60027,cn,ex,ct,remote,uk,l
2022,data analyst,analysis,us dolars,125195,173839,in,mi,pt,remote,uk,s
2021,data engineer  in office,analysis,eur,157144,48354,us,en,fl,in-person,mx,m
2020,statistician  in office,data science,eur,42996,78777,jp,en,pt,remote,cn,l
2021,data scientist,data science,gbp,82485,182973,in,mi,fl,in-person,in,s
2021,data scientist,ml/ai,inr,77830,79966,mx,ex,fl,hybrid,de,l
2022,data scientist,engineering,inr,64370,46515,de,en,ct,hybrid,us,l
2021,machine learning engineer,engineering,inr,87572,185878,mx,mi,ct,hybrid,jp,l
